
tempo_ms,ph,umidade,N,P,K,bomba
92599,6.54,59.5,10,92,99,0
92700,6.54,59.5,10,92,99,0
92800,6.54,59.5,10,92,99,0
92900,6.54,59.5,10,92,99,0
93000,6.54,59.5,10,92,99,0
93100,6.54,59.5,10,92,99,0
93200,6.54,59.5,10,92,99,0
93300,6.54,59.5,10,92,99,0
93400,6.54,59.5,10,92,99,0
93689,6.54,47.5,10,92,99,1
93790,6.54,47.5,10,92,99,1
93891,6.54,47.5,10,92,99,1
93992,6.54,47.5,10,92,99,1
94093,6.54,47.5,10,92,99,1
94194,6.54,47.5,10,92,99,1
94295,6.54,47.5,10,92,99,1
94396,6.54,47.5,10,92,99,1
94497,6.54,47.5,10,92,99,1
94598,6.54,47.5,10,92,99,1
94699,6.54,47.5,10,92,99,1
94800,6.54,47.5,10,92,99,1
94900,6.54,47.5,10,92,99,1
95000,6.54,47.5,10,92,99,1
95100,6.54,47.5,10,92,99,1
95200,6.54,47.5,10,92,99,1
95300,6.54,47.5,10,92,99,1
95400,6.54,47.5,10,92,99,1
95506,6.54,47.5,10,92,99,1
95800,10.65,47.5,10,92,99,0
96093,13.66,47.5,10,92,99,0
96194,13.66,47.5,10,92,99,0
96295,13.66,47.5,10,92,99,0
96396,13.66,47.5,10,92,99,0
96497,13.66,47.5,10,92,99,0
96598,13.66,47.5,10,92,99,0
96699,13.66,47.5,10,92,99,0
96800,13.66,47.5,10,92,99,0
96900,13.66,47.5,10,92,99,0
97000,13.66,47.5,10,92,99,0
97100,13.66,47.5,10,92,99,0
97200,13.66,47.5,10,92,99,0
97300,13.66,47.5,10,92,99,0
97400,13.66,47.5,10,92,99,0
97506,13.66,47.5,10,92,99,0
97607,13.66,47.5,10,92,99,0
97708,13.66,47.5,10,92,99,0
98002,13.35,47.5,10,92,99,0
98293,0.21,47.5,10,92,99,0
98394,0.21,47.5,10,92,99,0
98495,0.21,47.5,10,92,99,0
98596,0.21,47.5,10,92,99,0
98697,0.21,47.5,10,92,99,0
98798,0.21,47.5,10,92,99,0
98899,0.21,47.5,10,92,99,0
99000,0.21,47.5,10,92,99,0
99100,0.21,47.5,10,92,99,0
99200,0.21,47.5,10,92,99,0
99300,0.21,47.5,10,92,99,0
99400,0.21,47.5,10,92,99,0
99506,0.21,47.5,10,92,99,0
99607,0.21,47.5,10,92,99,0
99708,0.21,47.5,10,92,99,0
99809,0.21,47.5,10,92,99,0
99910,0.21,47.5,10,92,99,0
100011,0.21,47.5,10,92,99,0
100112,0.21,47.5,10,92,99,0
100213,0.21,47.5,10,92,99,0
100314,0.21,47.5,10,92,99,0
100415,0.21,47.5,10,92,99,0
100706,0.37,47.5,10,92,99,0
100997,0.96,47.5,10,92,99,0
101098,0.96,47.5,10,92,99,0
101199,0.96,47.5,10,92,99,0
101300,0.96,47.5,10,92,99,0
101400,0.96,47.5,10,92,99,0
101506,0.96,47.5,10,92,99,0
101607,0.96,47.5,10,92,99,0
101708,0.96,47.5,10,92,99,0
101809,0.96,47.5,10,92,99,0
101910,0.96,47.5,10,92,99,0
102011,0.96,47.5,10,92,99,0
102112,0.96,47.5,10,92,99,0
102213,0.96,47.5,10,92,99,0
102314,0.96,47.5,10,92,99,0
102415,0.96,47.5,10,92,99,0
102516,0.96,47.5,10,92,99,0
102617,0.96,47.5,10,92,99,0
102908,1.67,47.5,10,92,99,0
103199,7.22,47.5,10,92,99,0
103300,7.22,47.5,10,92,99,0
103400,7.22,47.5,10,92,99,0
103506,7.22,47.5,10,92,99,0
103607,7.22,47.5,10,92,99,0
103708,7.22,47.5,10,92,99,0
103809,7.22,47.5,10,92,99,0
103910,7.22,47.5,10,92,99,0
104011,7.22,47.5,10,92,99,0
104112,7.22,47.5,10,92,99,0
104213,7.22,47.5,10,92,99,0
104314,7.22,47.5,10,92,99,0
104415,7.22,47.5,10,92,99,0
104516,7.22,47.5,10,92,99,0
104617,7.22,47.5,10,92,99,0
104718,7.22,47.5,10,92,99,0
104819,7.22,47.5,10,92,99,0
104920,7.22,47.5,10,92,99,0
105021,7.22,47.5,10,92,99,0
105122,7.22,47.5,10,92,99,0
105223,7.22,47.5,10,92,99,0
105324,7.22,47.5,10,92,99,0
105425,7.22,47.5,10,92,99,0
105532,7.22,47.5,10,92,99,0
105633,7.22,47.5,10,92,99,0
105734,7.22,47.5,10,92,99,0
106025,7.78,47.5,10,92,99,0
106316,8.86,47.5,10,92,99,0
106417,8.86,47.5,10,92,99,0
106518,8.86,47.5,10,92,99,0
106619,8.86,47.5,10,92,99,0
106720,8.86,47.5,10,92,99,0
106821,8.86,47.5,10,92,99,0
106922,8.86,47.5,10,92,99,0
107023,8.86,47.5,10,92,99,0
107124,8.86,47.5,10,92,99,0
107225,8.86,47.5,10,92,99,0
107326,8.86,47.5,10,92,99,0
107427,8.86,47.5,10,92,99,0
107534,8.86,47.5,10,92,99,0
107635,8.86,47.5,10,92,99,0
107736,8.86,47.5,10,92,99,0
107837,8.86,47.5,10,92,99,0
107938,8.86,47.5,10,92,99,0
108229,8.65,47.5,10,92,99,0
108520,4.61,47.5,10,92,99,0
108621,4.61,47.5,10,92,99,0
108722,4.61,47.5,10,92,99,0
108823,4.61,47.5,10,92,99,0
108924,4.61,47.5,10,92,99,0
109025,4.61,47.5,10,92,99,0
109126,4.61,47.5,10,92,99,0
109227,4.61,47.5,10,92,99,0
109328,4.61,47.5,10,92,99,0
109429,4.61,47.5,10,92,99,0
109536,4.61,47.5,10,92,99,0
109637,4.61,47.5,10,92,99,0
109738,4.61,47.5,10,92,99,0
109839,4.61,47.5,10,92,99,0
109940,4.61,47.5,10,92,99,0
110041,4.61,47.5,10,92,99,0
110332,5.87,47.5,10,92,99,0
110615,6.54,47.5,10,92,99,1
110716,6.54,47.5,10,92,99,1
110817,6.54,47.5,10,92,99,1
110918,6.54,47.5,10,92,99,1
111019,6.54,47.5,10,92,99,1
111120,6.54,47.5,10,92,99,1
111221,6.54,47.5,10,92,99,1
111322,6.54,47.5,10,92,99,1
111423,6.54,47.5,10,92,99,1
111524,6.54,47.5,10,92,99,1
111631,6.54,47.5,10,92,99,1
111732,6.54,47.5,10,92,99,1
111833,6.54,47.5,10,92,99,1
111934,6.54,47.5,10,92,99,1
112035,6.54,47.5,10,92,99,1
112136,6.54,47.5,10,92,99,1
112237,6.54,47.5,10,92,99,1
112338,6.54,47.5,10,92,99,1
112439,6.54,47.5,10,92,99,1
112540,6.54,47.5,10,92,99,1
112641,6.54,47.5,10,92,99,1
112742,6.54,47.5,10,92,99,1
112843,6.54,47.5,10,92,99,1
112944,6.54,47.5,10,92,99,1
113045,6.54,47.5,10,92,99,1
113146,6.54,47.5,10,92,99,1
113247,6.54,47.5,10,92,99,1
113348,6.54,47.5,10,92,99,1
113449,6.54,47.5,10,92,99,1
113550,6.54,47.5,10,92,99,1
113657,6.54,47.5,10,92,99,1
113758,6.54,47.5,10,92,99,1
113859,6.54,47.5,10,92,99,1
113960,6.54,47.5,10,92,99,1
114061,6.54,47.5,10,92,99,1
114162,6.54,47.5,10,92,99,1
114263,6.54,47.5,10,92,99,1
114364,6.54,47.5,10,92,99,1
114465,6.54,47.5,10,92,99,1
114566,6.54,47.5,10,92,99,1
114667,6.54,47.5,10,92,99,1
114768,6.54,47.5,10,92,99,1
114869,6.54,47.5,10,92,99,1
114970,6.54,47.5,10,92,99,1
115071,6.54,47.5,10,92,99,1
115172,6.54,47.5,10,92,99,1
115273,6.54,47.5,10,92,99,1
115374,6.54,47.5,10,92,99,1
115475,6.54,47.5,10,92,99,1
115576,6.54,47.5,10,92,99,1
115683,6.54,47.5,10,92,99,1
115784,6.54,47.5,10,92,99,1
115885,6.54,47.5,10,92,99,1
115986,6.54,47.5,10,92,99,1
116087,6.54,47.5,10,92,99,1
116188,6.54,47.5,10,92,99,1
116289,6.54,47.5,10,92,99,1
116390,6.54,47.5,10,92,99,1
116491,6.54,47.5,10,92,99,1
116592,6.54,47.5,10,92,99,1
116693,6.54,47.5,10,92,99,1
116794,6.54,47.5,10,92,99,1
116895,6.54,47.5,10,92,99,1
116996,6.54,47.5,10,92,99,1
117097,6.54,47.5,10,92,99,1
117198,6.54,47.5,10,92,99,1
117299,6.54,47.5,10,92,99,1
